"id"	"ru_meaning"	"ru_meaning_raw"	"ru_meaning_lit"	"ru_notes"	"ru_cognate"
"74819"	""	"моча; досл. связанный с мочевым пузырем"	""	""	""
"74820"	""	"имя мирянина; досл. приготовление (для того, кто) пришел"	""	""	""
"74821"	""	"имя мирянина; прежнее воплощение Раттхапалы; досл. приготовление без ограничений"	""	""	""
"74822"	""	"с учетом личности; относящийся к индивидууму"	""	""	""
"74823"	""	"относящийся к учению; касающийся Дхаммы"	""	""	""
"74824"	""	"имя наги; досл. несущий землю"	""	""	""
"74825"	""	"бермудская трава; свинорой пальчатый"	""	""	""
"74826"	""	"вид чары; название заклинания; досл. меньший Гандхара"	""	""	""
"74827"	""	"тип очарования; название заклинания; досл. меньшая гандхарская наука"	""	""	""
"74828"	""	"тип амулета; название заклинания; досл. малая Гандхара"	""	""	""
