"id"	"ta_meaning"
"46066"	"தொகுப்புப் பணி, உணவுக்காக தேடுதல், ஆளுக்களாக தேடுதல்"
"46068"	"சம்யுத்தநிகாய 4.18 (எஸ்என்4.18); பிரியமாக, தன்கொடை உணவிற்கான உரை"
"46069"	"எண்ணம், தொகுதி, கட்டணம், செருக்குறுத்து, பணி, அடுத்ததாக, உரை, ஆழ்மனிதர்கள், சாவிகள்"
"46071"	"கடன்; தமிழில் அளிக்கவும்"
"46072"	"பிச்சைக்காக நடக்க; உணவை கேட்க (இல்)"
"46073"	"பறப்புத் துண்டுகள் பெறுவதற்காகச் சென்று வந்ததுபோல"
"46074"	"பந்து; முடுக்கு"
"46075"	"கிளைகளின் இறைச்சி; சாசனம்: மாமிசத்தின் கோளம்"
"46077"	"தார்மிக உணவு; வாயிலாக முத்துகளுடன் இருக்கும்"
"46079"	"திரிவி மட்டையாக, அதிகமாக உருவாகும்படி."
"46081"	"உருண்டுகள்; அண்ணாச்சி"
"46082"	"புண்ணிய உணவு; சின்ன துண்டு உணவு"
"46083"	"கூட்டு; கூட்டமாக"
"46084"	"செய்யா 44; இல. உணவுப் பெருக்குகளை எறிபேறும் விதி"
"46085"	"பிடித்து, துண்டுகளை தூக்கி, மொட்டுகளை வீசுவது"
"46089"	"தனியாய் விழித்தெழுந்த புத்தனின் பெயர்; கீழே வரும் ஒழுக்கம் மாதிரி: ஆவணத்தைப் பேணுபவன்."
"46090"	"அரஹத் சமணனின் பெயர்; வசனமாக உயிர்கொடுத்து உணவுபெறுபவர் பாரத்வாஜா"
"46094"	"தானங்களின் மூலம் வாழ்ந்து; தான உணவிலிருந்து குறுகிய வாழ்வு; விட. தானங்களை வசூலிக்கும் நிலை"
"46095"	"பிண்டொளியசுத்தம்: சம்பந்தப்பட்ட நிகாயம் 22.80 (எஸ்.என்.22.80); அடி. அலங்காரத்தை வழியாக வாழ்வது பற்றிய உரை"
"46096"	"அப்பா"
"46097"	"அப்பா (பொருள்)"
"46098"	"அப்பா, அப்பாவின் பக்கம்"
